"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","prop.sig.genes"
"835","LOC111119597","GO:0042393","histone binding",71,11,2.49,1.8e-05,"Molecular Functions",0.154929577464789
"836","LOC111119745","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"837","LOC111119745","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"838","LOC111119941","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"839","LOC111120118","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"840","LOC111120123","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"841","LOC111120563","GO:0045503","dynein light chain binding",10,2,0.35,0.0458,"Molecular Functions",0.2
"842","LOC111120650","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"843","LOC111120662","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"844","LOC111120664","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"845","LOC111120677","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"846","LOC111120677","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"847","LOC111120712","GO:0003857","3-hydroxyacyl-CoA dehydrogenase activity",4,2,0.14,0.00702,"Molecular Functions",0.5
"848","LOC111120877","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"849","LOC111120897","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"850","LOC111120952","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"851","LOC111120952","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"852","LOC111121005","GO:0035650","AP-1 adaptor complex binding",1,1,0.04,0.03505,"Molecular Functions",1
"853","LOC111121005","GO:0035650","AP-1 adaptor complex binding",1,1,0.04,0.03505,"Molecular Functions",1
"854","LOC111121200","GO:0003730","mRNA 3'-UTR binding",18,3,0.63,0.02362,"Molecular Functions",0.166666666666667
"855","LOC111121207","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"856","LOC111121207","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"857","LOC111121210","GO:0003714","transcription corepressor activity",69,7,2.42,0.01037,"Molecular Functions",0.101449275362319
"858","LOC111121370","GO:0005080","protein kinase C binding",6,2,0.21,0.01675,"Molecular Functions",0.333333333333333
"859","LOC111121372","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"860","LOC111121372","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"861","LOC111121380","GO:0000062","fatty-acyl-CoA binding",8,2,0.28,0.02985,"Molecular Functions",0.25
"862","LOC111121380","GO:0004361","glutaryl-CoA dehydrogenase activity",1,1,0.04,0.03505,"Molecular Functions",1
"863","LOC111121393","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"864","LOC111121418","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"865","LOC111121418","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"866","LOC111121418","GO:0030234","enzyme regulator activity",566,36,19.84,0.00531,"Molecular Functions",0.0636042402826855
"867","LOC111121485","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"868","LOC111121485","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"869","LOC111121546","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"870","LOC111121601","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"871","LOC111121601","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"872","LOC111121601","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"873","LOC111121745","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"874","LOC111121745","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"875","LOC111121913","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"876","LOC111121913","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"877","LOC111121913","GO:0030234","enzyme regulator activity",566,36,19.84,0.00531,"Molecular Functions",0.0636042402826855
"878","LOC111121920","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"879","LOC111122250","GO:0042393","histone binding",71,11,2.49,1.8e-05,"Molecular Functions",0.154929577464789
"880","LOC111122273","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"881","LOC111122308","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"882","LOC111122308","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"883","LOC111122437","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"884","LOC111122509","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"885","LOC111122551","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"886","LOC111122703","GO:0051015","actin filament binding",117,12,4.1,0.00083,"Molecular Functions",0.102564102564103
"887","LOC111122703","GO:0051015","actin filament binding",117,12,4.1,0.00083,"Molecular Functions",0.102564102564103
"888","LOC111122778","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"889","LOC111122859","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"890","LOC111123127","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"891","LOC111123167","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"892","LOC111123188","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"893","LOC111123188","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"894","LOC111123236","GO:0042393","histone binding",71,11,2.49,1.8e-05,"Molecular Functions",0.154929577464789
"895","LOC111123242","GO:0005198","structural molecule activity",371,31,13,0.04131,"Molecular Functions",0.0835579514824798
"896","LOC111123242","GO:0051015","actin filament binding",117,12,4.1,0.00083,"Molecular Functions",0.102564102564103
"897","LOC111123416","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"898","LOC111123596","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"899","LOC111123815","GO:0047389","glycerophosphocholine phosphodiesterase activity",1,1,0.04,0.03505,"Molecular Functions",1
"900","LOC111123867","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"901","LOC111123994","GO:0003730","mRNA 3'-UTR binding",18,3,0.63,0.02362,"Molecular Functions",0.166666666666667
"902","LOC111124236","GO:0003984","acetolactate synthase activity",1,1,0.04,0.03505,"Molecular Functions",1
"903","LOC111124236","GO:0030976","thiamine pyrophosphate binding",6,3,0.21,0.00079,"Molecular Functions",0.5
"904","LOC111124506","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"905","LOC111124506","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"906","LOC111124507","GO:0004693","cyclin-dependent protein serine/threonine kinase activity",17,3,0.6,0.0202,"Molecular Functions",0.176470588235294
"907","LOC111124507","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"908","LOC111124615","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"909","LOC111124749","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"910","LOC111124875","GO:0042813","Wnt-activated receptor activity",6,2,0.21,0.01675,"Molecular Functions",0.333333333333333
"911","LOC111124927","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"912","LOC111124948","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"913","LOC111124948","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"914","LOC111124992","GO:0005198","structural molecule activity",371,31,13,0.04131,"Molecular Functions",0.0835579514824798
"915","LOC111124992","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"916","LOC111124992","GO:0008017","microtubule binding",158,14,5.54,0.00356,"Molecular Functions",0.0886075949367089
"917","LOC111125084","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"918","LOC111125084","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"919","LOC111125119","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"920","LOC111125129","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"921","LOC111125150","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"922","LOC111125150","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"923","LOC111125152","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"924","LOC111125164","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"925","LOC111125231","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"926","LOC111125249","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"927","LOC111125344","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"928","LOC111125444","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"929","LOC111125507","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"930","LOC111125507","GO:0003724","RNA helicase activity",46,6,1.61,0.00515,"Molecular Functions",0.130434782608696
"931","LOC111125507","GO:0003724","RNA helicase activity",46,6,1.61,0.00515,"Molecular Functions",0.130434782608696
"932","LOC111125507","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"933","LOC111125548","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"934","LOC111125548","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"935","LOC111125548","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"936","LOC111125596","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"937","LOC111125596","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"938","LOC111125605","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"939","LOC111125605","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"940","LOC111125750","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"941","LOC111125836","GO:0046961","proton-transporting ATPase activity, rotational mechanism",23,4,0.81,0.00779,"Molecular Functions",0.173913043478261
"942","LOC111125836","GO:0046961","proton-transporting ATPase activity, rotational mechanism",23,4,0.81,0.00779,"Molecular Functions",0.173913043478261
"943","LOC111126003","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"944","LOC111126003","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"945","LOC111126053","GO:0004655","porphobilinogen synthase activity",1,1,0.04,0.03505,"Molecular Functions",1
"946","LOC111126053","GO:0004655","porphobilinogen synthase activity",1,1,0.04,0.03505,"Molecular Functions",1
"947","LOC111126053","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"948","LOC111126128","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"949","LOC111126134","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"950","LOC111126134","GO:0008017","microtubule binding",158,14,5.54,0.00356,"Molecular Functions",0.0886075949367089
"951","LOC111126280","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"952","LOC111126281","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"953","LOC111126281","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"954","LOC111126361","GO:0008124","4-alpha-hydroxytetrahydrobiopterin dehydratase activity",1,1,0.04,0.03505,"Molecular Functions",1
"955","LOC111126361","GO:0008124","4-alpha-hydroxytetrahydrobiopterin dehydratase activity",1,1,0.04,0.03505,"Molecular Functions",1
"956","LOC111126641","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"957","LOC111126883","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"958","LOC111126883","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"959","LOC111126883","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"960","LOC111126968","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"961","LOC111126968","GO:0051015","actin filament binding",117,12,4.1,0.00083,"Molecular Functions",0.102564102564103
"962","LOC111127274","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"963","LOC111127274","GO:0042393","histone binding",71,11,2.49,1.8e-05,"Molecular Functions",0.154929577464789
"964","LOC111127289","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"965","LOC111127289","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"966","LOC111127289","GO:0031072","heat shock protein binding",46,5,1.61,0.02353,"Molecular Functions",0.108695652173913
"967","LOC111127289","GO:0051082","unfolded protein binding",66,7,2.31,0.00818,"Molecular Functions",0.106060606060606
"968","LOC111127384","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"969","LOC111127384","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"970","LOC111127562","GO:0050113","inositol oxygenase activity",1,1,0.04,0.03505,"Molecular Functions",1
"971","LOC111127562","GO:0050113","inositol oxygenase activity",1,1,0.04,0.03505,"Molecular Functions",1
"972","LOC111127744","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"973","LOC111127847","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"974","LOC111127847","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"975","LOC111127870","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"976","LOC111127870","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"977","LOC111128122","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"978","LOC111128122","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"979","LOC111128135","GO:0004100","chitin synthase activity",23,3,0.81,0.04509,"Molecular Functions",0.130434782608696
"980","LOC111128139","GO:0051082","unfolded protein binding",66,7,2.31,0.00818,"Molecular Functions",0.106060606060606
"981","LOC111128756","GO:0003724","RNA helicase activity",46,6,1.61,0.00515,"Molecular Functions",0.130434782608696
"982","LOC111128756","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"983","LOC111128838","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"984","LOC111128883","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"985","LOC111128979","GO:0051015","actin filament binding",117,12,4.1,0.00083,"Molecular Functions",0.102564102564103
"986","LOC111129056","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"987","LOC111129112","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"988","LOC111129161","GO:0004491","methylmalonate-semialdehyde dehydrogenase (acylating) activity",1,1,0.04,0.03505,"Molecular Functions",1
"989","LOC111129161","GO:0004491","methylmalonate-semialdehyde dehydrogenase (acylating) activity",1,1,0.04,0.03505,"Molecular Functions",1
"990","LOC111129161","GO:0018478","malonate-semialdehyde dehydrogenase (acetylating) activity",1,1,0.04,0.03505,"Molecular Functions",1
"991","LOC111129296","GO:0008137","NADH dehydrogenase (ubiquinone) activity",8,2,0.28,0.02985,"Molecular Functions",0.25
"992","LOC111129296","GO:0008137","NADH dehydrogenase (ubiquinone) activity",8,2,0.28,0.02985,"Molecular Functions",0.25
"993","LOC111129410","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"994","LOC111129410","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"995","LOC111129410","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"996","LOC111129443","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"997","LOC111129443","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"998","LOC111129443","GO:0030234","enzyme regulator activity",566,36,19.84,0.00531,"Molecular Functions",0.0636042402826855
"999","LOC111129448","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1000","LOC111129448","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1001","LOC111129448","GO:0030234","enzyme regulator activity",566,36,19.84,0.00531,"Molecular Functions",0.0636042402826855
"1002","LOC111129483","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1003","LOC111129496","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1004","LOC111129536","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1005","LOC111129561","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1006","LOC111129561","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1007","LOC111129798","GO:0016807","cysteine-type carboxypeptidase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1008","LOC111129841","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1009","LOC111129841","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1010","LOC111129841","GO:0051082","unfolded protein binding",66,7,2.31,0.00818,"Molecular Functions",0.106060606060606
"1011","LOC111129841","GO:0051082","unfolded protein binding",66,7,2.31,0.00818,"Molecular Functions",0.106060606060606
"1012","LOC111129841","GO:0097718","disordered domain specific binding",1,1,0.04,0.03505,"Molecular Functions",1
"1013","LOC111129859","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1014","LOC111129859","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1015","LOC111129865","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1016","LOC111129908","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1017","LOC111129950","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1018","LOC111129950","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1019","LOC111130039","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1020","LOC111130240","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1021","LOC111130240","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1022","LOC111130257","GO:0051015","actin filament binding",117,12,4.1,0.00083,"Molecular Functions",0.102564102564103
"1023","LOC111130300","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1024","LOC111130343","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1025","LOC111130401","GO:0030234","enzyme regulator activity",566,36,19.84,0.00531,"Molecular Functions",0.0636042402826855
"1026","LOC111130555","GO:0008017","microtubule binding",158,14,5.54,0.00356,"Molecular Functions",0.0886075949367089
"1027","LOC111130555","GO:0030165","PDZ domain binding",1,1,0.04,0.03505,"Molecular Functions",1
"1028","LOC111130657","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1029","LOC111130657","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1030","LOC111130773","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1031","LOC111130939","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1032","LOC111130939","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1033","LOC111131057","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1034","LOC111131124","GO:0003950","NAD+ ADP-ribosyltransferase activity",57,5,2,0.04898,"Molecular Functions",0.087719298245614
"1035","LOC111131124","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1036","LOC111131124","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1037","LOC111131124","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1038","LOC111131654","GO:0005527","macrolide binding",1,1,0.04,0.03505,"Molecular Functions",1
"1039","LOC111131751","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1040","LOC111132060","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1041","LOC111132160","GO:0003714","transcription corepressor activity",69,7,2.42,0.01037,"Molecular Functions",0.101449275362319
"1042","LOC111132160","GO:0003714","transcription corepressor activity",69,7,2.42,0.01037,"Molecular Functions",0.101449275362319
"1043","LOC111132621","GO:0030371","translation repressor activity",233,25,8.17,1.5e-06,"Molecular Functions",0.107296137339056
"1044","LOC111132621","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1045","LOC111132670","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"1046","LOC111132670","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"1047","LOC111132762","GO:0030234","enzyme regulator activity",566,36,19.84,0.00531,"Molecular Functions",0.0636042402826855
"1048","LOC111132791","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1049","LOC111132982","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"1050","LOC111132982","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"1051","LOC111133045","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1052","LOC111133045","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1053","LOC111133107","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1054","LOC111133107","GO:0031434","mitogen-activated protein kinase kinase binding",1,1,0.04,0.03505,"Molecular Functions",1
"1055","LOC111133190","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1056","LOC111133190","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1057","LOC111133277","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1058","LOC111133277","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1059","LOC111133280","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1060","LOC111133281","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1061","LOC111133281","GO:0030371","translation repressor activity",233,25,8.17,1.5e-06,"Molecular Functions",0.107296137339056
"1062","LOC111133281","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1063","LOC111133288","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1064","LOC111133288","GO:0030371","translation repressor activity",233,25,8.17,1.5e-06,"Molecular Functions",0.107296137339056
"1065","LOC111133288","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1066","LOC111133291","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1067","LOC111133291","GO:0030371","translation repressor activity",233,25,8.17,1.5e-06,"Molecular Functions",0.107296137339056
"1068","LOC111133291","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1069","LOC111133292","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1070","LOC111133296","GO:0030371","translation repressor activity",233,25,8.17,1.5e-06,"Molecular Functions",0.107296137339056
"1071","LOC111133296","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1072","LOC111133298","GO:0030371","translation repressor activity",233,25,8.17,1.5e-06,"Molecular Functions",0.107296137339056
"1073","LOC111133298","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1074","LOC111133488","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1075","LOC111133488","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
