"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","prop.sig.genes"
"1076","LOC111134020","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1077","LOC111134020","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1078","LOC111134021","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1079","LOC111134021","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1080","LOC111134103","GO:0005198","structural molecule activity",371,31,13,0.04131,"Molecular Functions",0.0835579514824798
"1081","LOC111134104","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1082","LOC111134104","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1083","LOC111134164","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1084","LOC111134386","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1085","LOC111134404","GO:0004516","nicotinate phosphoribosyltransferase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1086","LOC111134404","GO:0004516","nicotinate phosphoribosyltransferase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1087","LOC111134465","GO:0003714","transcription corepressor activity",69,7,2.42,0.01037,"Molecular Functions",0.101449275362319
"1088","LOC111134465","GO:0003950","NAD+ ADP-ribosyltransferase activity",57,5,2,0.04898,"Molecular Functions",0.087719298245614
"1089","LOC111134502","GO:0003950","NAD+ ADP-ribosyltransferase activity",57,5,2,0.04898,"Molecular Functions",0.087719298245614
"1090","LOC111134594","GO:0003714","transcription corepressor activity",69,7,2.42,0.01037,"Molecular Functions",0.101449275362319
"1091","LOC111134594","GO:0042393","histone binding",71,11,2.49,1.8e-05,"Molecular Functions",0.154929577464789
"1092","LOC111134659","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1093","LOC111134659","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1094","LOC111134794","GO:1905394","retromer complex binding",1,1,0.04,0.03505,"Molecular Functions",1
"1095","LOC111134903","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1096","LOC111135061","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1097","LOC111135064","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1098","LOC111135071","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1099","LOC111135118","GO:0003950","NAD+ ADP-ribosyltransferase activity",57,5,2,0.04898,"Molecular Functions",0.087719298245614
"1100","LOC111135118","GO:0003950","NAD+ ADP-ribosyltransferase activity",57,5,2,0.04898,"Molecular Functions",0.087719298245614
"1101","LOC111135147","GO:0004838","L-tyrosine:2-oxoglutarate aminotransferase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1102","LOC111135208","GO:0003714","transcription corepressor activity",69,7,2.42,0.01037,"Molecular Functions",0.101449275362319
"1103","LOC111135258","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1104","LOC111135258","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1105","LOC111135258","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1106","LOC111135283","GO:0016428","tRNA (cytosine-5-)-methyltransferase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1107","LOC111135283","GO:0016428","tRNA (cytosine-5-)-methyltransferase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1108","LOC111135299","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1109","LOC111135299","GO:0030371","translation repressor activity",233,25,8.17,1.5e-06,"Molecular Functions",0.107296137339056
"1110","LOC111135299","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1111","LOC111135315","GO:0003714","transcription corepressor activity",69,7,2.42,0.01037,"Molecular Functions",0.101449275362319
"1112","LOC111135374","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1113","LOC111135374","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1114","LOC111135433","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1115","LOC111135491","GO:0000062","fatty-acyl-CoA binding",8,2,0.28,0.02985,"Molecular Functions",0.25
"1116","LOC111135491","GO:0017099","very-long-chain-acyl-CoA dehydrogenase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1117","LOC111135509","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1118","LOC111135509","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1119","LOC111135664","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1120","LOC111135664","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1121","LOC111135708","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1122","LOC111135779","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1123","LOC111135802","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1124","LOC111135845","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1125","LOC111136013","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1126","LOC111136013","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1127","LOC111136015","GO:0004824","lysine-tRNA ligase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1128","LOC111136015","GO:0004824","lysine-tRNA ligase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1129","LOC111136015","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1130","LOC111136084","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1131","LOC111136084","GO:0042393","histone binding",71,11,2.49,1.8e-05,"Molecular Functions",0.154929577464789
"1132","LOC111136090","GO:0031071","cysteine desulfurase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1133","LOC111136090","GO:0031071","cysteine desulfurase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1134","LOC111136109","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1135","LOC111136118","GO:0003729","mRNA binding",160,17,5.61,0.00255,"Molecular Functions",0.10625
"1136","LOC111136169","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1137","LOC111136169","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1138","LOC111136170","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1139","LOC111136170","GO:0030371","translation repressor activity",233,25,8.17,1.5e-06,"Molecular Functions",0.107296137339056
"1140","LOC111136170","GO:0061630","ubiquitin protein ligase activity",601,46,21.06,6.4e-07,"Molecular Functions",0.0765391014975042
"1141","LOC111136172","GO:0003724","RNA helicase activity",46,6,1.61,0.00515,"Molecular Functions",0.130434782608696
"1142","LOC111136172","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1143","LOC111136230","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1144","LOC111136230","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1145","LOC111136230","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1146","LOC111136245","GO:0005509","calcium ion binding",846,45,29.65,0.00367,"Molecular Functions",0.0531914893617021
"1147","LOC111136273","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1148","LOC111136273","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1149","LOC111136290","GO:0004587","ornithine-oxo-acid transaminase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1150","LOC111136290","GO:0004587","ornithine-oxo-acid transaminase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1151","LOC111136320","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1152","LOC111136320","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1153","LOC111136425","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1154","LOC111136425","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1155","LOC111136425","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1156","LOC111136425","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1157","LOC111136516","GO:0045503","dynein light chain binding",10,2,0.35,0.0458,"Molecular Functions",0.2
"1158","LOC111136562","GO:0003950","NAD+ ADP-ribosyltransferase activity",57,5,2,0.04898,"Molecular Functions",0.087719298245614
"1159","LOC111136803","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"1160","LOC111136803","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1161","LOC111136820","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1162","LOC111136820","GO:0009383","rRNA (cytosine-C5-)-methyltransferase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1163","LOC111136845","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1164","LOC111136890","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1165","LOC111136890","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1166","LOC111136994","GO:0004842","ubiquitin-protein transferase activity",1214,79,42.55,0.00721,"Molecular Functions",0.0650741350906096
"1167","LOC111136994","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1168","LOC111137006","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1169","LOC111137006","GO:0003735","structural constituent of ribosome",174,23,6.1,4.6e-08,"Molecular Functions",0.132183908045977
"1170","LOC111137032","GO:0004693","cyclin-dependent protein serine/threonine kinase activity",17,3,0.6,0.0202,"Molecular Functions",0.176470588235294
"1171","LOC111137032","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1172","LOC111137063","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"1173","LOC111137063","GO:0004222","metalloendopeptidase activity",197,15,6.9,0.0041,"Molecular Functions",0.0761421319796954
"1174","LOC111137078","GO:0046961","proton-transporting ATPase activity, rotational mechanism",23,4,0.81,0.00779,"Molecular Functions",0.173913043478261
"1175","LOC111137078","GO:0046961","proton-transporting ATPase activity, rotational mechanism",23,4,0.81,0.00779,"Molecular Functions",0.173913043478261
"1176","LOC111137295","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1177","LOC111137467","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1178","LOC111137679","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1179","LOC111137775","GO:0003920","GMP reductase activity",1,1,0.04,0.03505,"Molecular Functions",1
"1180","LOC111138040","GO:0008198","ferrous iron binding",20,3,0.7,0.03134,"Molecular Functions",0.15
"1181","LOC111138040","GO:0008199","ferric iron binding",8,2,0.28,0.02985,"Molecular Functions",0.25
"1182","LOC111138040","GO:0008199","ferric iron binding",8,2,0.28,0.02985,"Molecular Functions",0.25
"1183","LOC111138286","GO:0008270","zinc ion binding",2113,105,74.06,0.00014,"Molecular Functions",0.0496923805016564
"1184","LOC111138305","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1185","LOC111138305","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1186","LOC111138334","GO:0008017","microtubule binding",158,14,5.54,0.00356,"Molecular Functions",0.0886075949367089
"1187","LOC111138352","GO:0003723","RNA binding",833,66,29.2,1.8e-05,"Molecular Functions",0.0792316926770708
"1188","LOC111138352","GO:0003724","RNA helicase activity",46,6,1.61,0.00515,"Molecular Functions",0.130434782608696
"1189","LOC111138352","GO:0003724","RNA helicase activity",46,6,1.61,0.00515,"Molecular Functions",0.130434782608696
"1190","LOC111138352","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
"1191","LOC111138369","GO:0005524","ATP binding",1286,63,45.07,0.00443,"Molecular Functions",0.0489891135303266
