"","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","prop.sig.genes"
"295","LOC111135849","GO:0003735","structural constituent of ribosome",174,10,1.09,1.5e-07,"Molecular Functions",0.0574712643678161
"296","LOC111136084","GO:0003682","chromatin binding",141,8,0.88,0.00126,"Molecular Functions",0.0567375886524823
"297","LOC111136084","GO:0005524","ATP binding",1286,15,8.07,0.01478,"Molecular Functions",0.0116640746500778
"298","LOC111136084","GO:0042393","histone binding",71,4,0.45,0.00104,"Molecular Functions",0.0563380281690141
"299","LOC111136118","GO:0003729","mRNA binding",160,7,1,0.00162,"Molecular Functions",0.04375
"300","LOC111136120","GO:0003682","chromatin binding",141,8,0.88,0.00126,"Molecular Functions",0.0567375886524823
"301","LOC111136120","GO:0019212","phosphatase inhibitor activity",8,1,0.05,0.04912,"Molecular Functions",0.125
"302","LOC111136315","GO:0005524","ATP binding",1286,15,8.07,0.01478,"Molecular Functions",0.0116640746500778
"303","LOC111136663","GO:0005524","ATP binding",1286,15,8.07,0.01478,"Molecular Functions",0.0116640746500778
"304","LOC111136666","GO:0003723","RNA binding",833,21,5.23,0.00153,"Molecular Functions",0.0252100840336134
"305","LOC111136666","GO:0003723","RNA binding",833,21,5.23,0.00153,"Molecular Functions",0.0252100840336134
"306","LOC111136666","GO:0003746","translation elongation factor activity",25,2,0.16,0.01066,"Molecular Functions",0.08
"307","LOC111136666","GO:0003746","translation elongation factor activity",25,2,0.16,0.01066,"Molecular Functions",0.08
"308","LOC111137032","GO:0005524","ATP binding",1286,15,8.07,0.01478,"Molecular Functions",0.0116640746500778
"309","LOC111137486","GO:0003924","GTPase activity",294,6,1.84,0.01066,"Molecular Functions",0.0204081632653061
"310","LOC111137486","GO:0005200","structural constituent of cytoskeleton",18,3,0.11,0.00018,"Molecular Functions",0.166666666666667
"311","LOC111137486","GO:0005200","structural constituent of cytoskeleton",18,3,0.11,0.00018,"Molecular Functions",0.166666666666667
"312","LOC111137486","GO:0005525","GTP binding",407,6,2.55,0.04339,"Molecular Functions",0.0147420147420147
"313","LOC111137486","GO:0005525","GTP binding",407,6,2.55,0.04339,"Molecular Functions",0.0147420147420147
"314","LOC111137659","GO:0031491","nucleosome binding",30,2,0.19,0.01515,"Molecular Functions",0.0666666666666667
"315","LOC111137659","GO:0042393","histone binding",71,4,0.45,0.00104,"Molecular Functions",0.0563380281690141
"316","LOC111138166","GO:0003723","RNA binding",833,21,5.23,0.00153,"Molecular Functions",0.0252100840336134
"317","LOC111138166","GO:0003723","RNA binding",833,21,5.23,0.00153,"Molecular Functions",0.0252100840336134
"318","LOC111138235","GO:0008143","poly(A) binding",6,1,0.04,0.03707,"Molecular Functions",0.166666666666667
"319","LOC111138235","GO:0008266","poly(U) RNA binding",3,1,0.02,0.01871,"Molecular Functions",0.333333333333333
"320","LOC111138521","GO:0004731","purine-nucleoside phosphorylase activity",3,1,0.02,0.01871,"Molecular Functions",0.333333333333333
"321","LOC111138521","GO:0004731","purine-nucleoside phosphorylase activity",3,1,0.02,0.01871,"Molecular Functions",0.333333333333333
